Sexo;Provincias;Tasas;Periodo;Total
Hombres;27 Lugo;Tasa de empleo de la población;2021T3;50,98
Hombres;27 Lugo;Tasa de empleo de la población;2021T2;51,49
Hombres;27 Lugo;Tasa de empleo de la población;2021T1;51,10
Hombres;28 Madrid;Tasa de actividad;2023T4;67,94
Hombres;28 Madrid;Tasa de actividad;2023T3;68,01
Hombres;28 Madrid;Tasa de actividad;2023T2;68,29
Hombres;28 Madrid;Tasa de actividad;2023T1;67,08
Hombres;28 Madrid;Tasa de actividad;2022T4;67,54
Hombres;28 Madrid;Tasa de actividad;2022T3;67,99
Hombres;28 Madrid;Tasa de actividad;2022T2;68,74
Hombres;28 Madrid;Tasa de actividad;2022T1;68,60
Hombres;28 Madrid;Tasa de actividad;2021T4;67,88
Hombres;28 Madrid;Tasa de actividad;2021T3;67,54
Hombres;28 Madrid;Tasa de actividad;2021T2;67,57
Hombres;28 Madrid;Tasa de actividad;2021T1;67,49
Hombres;28 Madrid;Tasa de paro de la población;2023T4;8,90
Hombres;28 Madrid;Tasa de paro de la población;2023T3;8,53
Hombres;28 Madrid;Tasa de paro de la población;2023T2;7,98
Hombres;28 Madrid;Tasa de paro de la población;2023T1;9,95
Hombres;28 Madrid;Tasa de paro de la población;2022T4;9,57
Hombres;28 Madrid;Tasa de paro de la población;2022T3;9,47
Hombres;28 Madrid;Tasa de paro de la población;2022T2;9,05
Hombres;28 Madrid;Tasa de paro de la población;2022T1;10,31
Hombres;28 Madrid;Tasa de paro de la población;2021T4;9,31
Hombres;28 Madrid;Tasa de paro de la población;2021T3;11,13
Hombres;28 Madrid;Tasa de paro de la población;2021T2;11,41
Hombres;28 Madrid;Tasa de paro de la población;2021T1;10,79
Hombres;28 Madrid;Tasa de empleo de la población;2023T4;61,89
Hombres;28 Madrid;Tasa de empleo de la población;2023T3;62,21
Hombres;28 Madrid;Tasa de empleo de la población;2023T2;62,84
Hombres;28 Madrid;Tasa de empleo de la población;2023T1;60,41
Hombres;28 Madrid;Tasa de empleo de la población;2022T4;61,08
Hombres;28 Madrid;Tasa de empleo de la población;2022T3;61,55
Hombres;28 Madrid;Tasa de empleo de la población;2022T2;62,52
Hombres;28 Madrid;Tasa de empleo de la población;2022T1;61,53
Hombres;28 Madrid;Tasa de empleo de la población;2021T4;61,56
Hombres;28 Madrid;Tasa de empleo de la población;2021T3;60,02
Hombres;28 Madrid;Tasa de empleo de la población;2021T2;59,86
Hombres;28 Madrid;Tasa de empleo de la población;2021T1;60,21
Hombres;29 Málaga;Tasa de actividad;2023T4;63,07
Hombres;29 Málaga;Tasa de actividad;2023T3;63,34
Hombres;29 Málaga;Tasa de actividad;2023T2;62,60
Hombres;29 Málaga;Tasa de actividad;2023T1;61,58
Hombres;29 Málaga;Tasa de actividad;2022T4;60,89
Hombres;29 Málaga;Tasa de actividad;2022T3;62,67
Hombres;29 Málaga;Tasa de actividad;2022T2;62,07
Hombres;29 Málaga;Tasa de actividad;2022T1;60,40
Hombres;29 Málaga;Tasa de actividad;2021T4;62,57
Hombres;29 Málaga;Tasa de actividad;2021T3;61,89
Hombres;29 Málaga;Tasa de actividad;2021T2;61,20
Hombres;29 Málaga;Tasa de actividad;2021T1;60,47
Hombres;29 Málaga;Tasa de paro de la población;2023T4;14,24
Hombres;29 Málaga;Tasa de paro de la población;2023T3;13,79
Hombres;29 Málaga;Tasa de paro de la población;2023T2;12,16
Hombres;29 Málaga;Tasa de paro de la población;2023T1;15,89
Hombres;29 Málaga;Tasa de paro de la población;2022T4;17,48
Hombres;29 Málaga;Tasa de paro de la población;2022T3;11,61
Hombres;29 Málaga;Tasa de paro de la población;2022T2;14,96
Hombres;29 Málaga;Tasa de paro de la población;2022T1;16,89
Hombres;29 Málaga;Tasa de paro de la población;2021T4;16,62
Hombres;29 Málaga;Tasa de paro de la población;2021T3;17,16
Hombres;29 Málaga;Tasa de paro de la población;2021T2;16,55
Hombres;29 Málaga;Tasa de paro de la población;2021T1;20,33
Hombres;29 Málaga;Tasa de empleo de la población;2023T4;54,09
Hombres;29 Málaga;Tasa de empleo de la población;2023T3;54,61
Hombres;29 Málaga;Tasa de empleo de la población;2023T2;54,99
Hombres;29 Málaga;Tasa de empleo de la población;2023T1;51,79
Hombres;29 Málaga;Tasa de empleo de la población;2022T4;50,24
Hombres;29 Málaga;Tasa de empleo de la población;2022T3;55,39
Hombres;29 Málaga;Tasa de empleo de la población;2022T2;52,79
Hombres;29 Málaga;Tasa de empleo de la población;2022T1;50,20
Hombres;29 Málaga;Tasa de empleo de la población;2021T4;52,17
Hombres;29 Málaga;Tasa de empleo de la población;2021T3;51,27
Hombres;29 Málaga;Tasa de empleo de la población;2021T2;51,07
Hombres;29 Málaga;Tasa de empleo de la población;2021T1;48,17
Hombres;30 Murcia;Tasa de actividad;2023T4;65,85
Hombres;30 Murcia;Tasa de actividad;2023T3;66,42
Hombres;30 Murcia;Tasa de actividad;2023T2;65,86
Hombres;30 Murcia;Tasa de actividad;2023T1;65,67
Hombres;30 Murcia;Tasa de actividad;2022T4;66,32
Hombres;30 Murcia;Tasa de actividad;2022T3;65,66
Hombres;30 Murcia;Tasa de actividad;2022T2;65,54
Hombres;30 Murcia;Tasa de actividad;2022T1;66,49
Hombres;30 Murcia;Tasa de actividad;2021T4;67,27
Hombres;30 Murcia;Tasa de actividad;2021T3;68,27
Hombres;30 Murcia;Tasa de actividad;2021T2;68,35
Hombres;30 Murcia;Tasa de actividad;2021T1;67,21
Hombres;30 Murcia;Tasa de paro de la población;2023T4;9,68
Hombres;30 Murcia;Tasa de paro de la población;2023T3;11,39
Hombres;30 Murcia;Tasa de paro de la población;2023T2;11,38
Hombres;30 Murcia;Tasa de paro de la población;2023T1;11,26
Hombres;30 Murcia;Tasa de paro de la población;2022T4;10,91
Hombres;30 Murcia;Tasa de paro de la población;2022T3;13,09
Hombres;30 Murcia;Tasa de paro de la población;2022T2;10,48
Hombres;30 Murcia;Tasa de paro de la población;2022T1;11,90
Hombres;30 Murcia;Tasa de paro de la población;2021T4;10,58
Hombres;30 Murcia;Tasa de paro de la población;2021T3;12,82
Hombres;30 Murcia;Tasa de paro de la población;2021T2;11,23
Hombres;30 Murcia;Tasa de paro de la población;2021T1;13,24
Hombres;30 Murcia;Tasa de empleo de la población;2023T4;59,47
Hombres;30 Murcia;Tasa de empleo de la población;2023T3;58,85
Hombres;30 Murcia;Tasa de empleo de la población;2023T2;58,36
Hombres;30 Murcia;Tasa de empleo de la población;2023T1;58,28
Hombres;30 Murcia;Tasa de empleo de la población;2022T4;59,09
Hombres;30 Murcia;Tasa de empleo de la población;2022T3;57,07
Hombres;30 Murcia;Tasa de empleo de la población;2022T2;58,67
Hombres;30 Murcia;Tasa de empleo de la población;2022T1;58,57
Hombres;30 Murcia;Tasa de empleo de la población;2021T4;60,15
Hombres;30 Murcia;Tasa de empleo de la población;2021T3;59,52
Hombres;30 Murcia;Tasa de empleo de la población;2021T2;60,67
Hombres;30 Murcia;Tasa de empleo de la población;2021T1;58,31
Hombres;31 Navarra;Tasa de actividad;2023T4;63,11
Hombres;31 Navarra;Tasa de actividad;2023T3;63,83
Hombres;31 Navarra;Tasa de actividad;2023T2;63,02
Hombres;31 Navarra;Tasa de actividad;2023T1;63,31
Hombres;31 Navarra;Tasa de actividad;2022T4;64,12
Hombres;31 Navarra;Tasa de actividad;2022T3;63,60
Hombres;31 Navarra;Tasa de actividad;2022T2;63,27
Hombres;31 Navarra;Tasa de actividad;2022T1;63,10
Hombres;31 Navarra;Tasa de actividad;2021T4;63,24
Hombres;31 Navarra;Tasa de actividad;2021T3;62,55
Hombres;31 Navarra;Tasa de actividad;2021T2;62,01
Hombres;31 Navarra;Tasa de actividad;2021T1;62,16
Hombres;31 Navarra;Tasa de paro de la población;2023T4;7,79
Hombres;31 Navarra;Tasa de paro de la población;2023T3;9,02
Hombres;31 Navarra;Tasa de paro de la población;2023T2;7,97
Hombres;31 Navarra;Tasa de paro de la población;2023T1;11,69
Hombres;31 Navarra;Tasa de paro de la población;2022T4;9,66
Hombres;31 Navarra;Tasa de paro de la población;2022T3;7,51
Hombres;31 Navarra;Tasa de paro de la población;2022T2;7,72
Hombres;31 Navarra;Tasa de paro de la población;2022T1;11,42
Hombres;31 Navarra;Tasa de paro de la población;2021T4;11,31
Hombres;31 Navarra;Tasa de paro de la población;2021T3;12,03
Hombres;31 Navarra;Tasa de paro de la población;2021T2;10,72
Hombres;31 Navarra;Tasa de paro de la población;2021T1;11,58
Hombres;31 Navarra;Tasa de empleo de la población;2023T4;58,20
Hombres;31 Navarra;Tasa de empleo de la población;2023T3;58,08
Hombres;31 Navarra;Tasa de empleo de la población;2023T2;57,99
Hombres;31 Navarra;Tasa de empleo de la población;2023T1;55,91
Hombres;31 Navarra;Tasa de empleo de la población;2022T4;57,92
Hombres;31 Navarra;Tasa de empleo de la población;2022T3;58,83
Hombres;31 Navarra;Tasa de empleo de la población;2022T2;58,39
Hombres;31 Navarra;Tasa de empleo de la población;2022T1;55,89
Hombres;31 Navarra;Tasa de empleo de la población;2021T4;56,09
Hombres;31 Navarra;Tasa de empleo de la población;2021T3;55,03
Hombres;31 Navarra;Tasa de empleo de la población;2021T2;55,36
Hombres;31 Navarra;Tasa de empleo de la población;2021T1;54,97
Hombres;32 Ourense;Tasa de actividad;2023T4;52,08
Hombres;32 Ourense;Tasa de actividad;2023T3;51,48
Hombres;32 Ourense;Tasa de actividad;2023T2;51,41
Hombres;32 Ourense;Tasa de actividad;2023T1;49,08
Hombres;32 Ourense;Tasa de actividad;2022T4;49,74
Hombres;32 Ourense;Tasa de actividad;2022T3;51,66
Hombres;32 Ourense;Tasa de actividad;2022T2;51,85
Hombres;32 Ourense;Tasa de actividad;2022T1;51,80
Hombres;32 Ourense;Tasa de actividad;2021T4;52,28
Hombres;32 Ourense;Tasa de actividad;2021T3;53,39
Hombres;32 Ourense;Tasa de actividad;2021T2;52,43
Hombres;32 Ourense;Tasa de actividad;2021T1;51,49
Hombres;32 Ourense;Tasa de paro de la población;2023T4;9,75
Hombres;32 Ourense;Tasa de paro de la población;2023T3;7,52
Hombres;32 Ourense;Tasa de paro de la población;2023T2;8,90
Hombres;32 Ourense;Tasa de paro de la población;2023T1;11,41
Hombres;32 Ourense;Tasa de paro de la población;2022T4;10,70
Hombres;32 Ourense;Tasa de paro de la población;2022T3;8,50
Hombres;32 Ourense;Tasa de paro de la población;2022T2;10,39
Hombres;32 Ourense;Tasa de paro de la población;2022T1;11,81
Hombres;32 Ourense;Tasa de paro de la población;2021T4;10,35
Hombres;32 Ourense;Tasa de paro de la población;2021T3;9,25
Hombres;32 Ourense;Tasa de paro de la población;2021T2;10,91
Hombres;32 Ourense;Tasa de paro de la población;2021T1;10,70
Hombres;32 Ourense;Tasa de empleo de la población;2023T4;47,00
Hombres;32 Ourense;Tasa de empleo de la población;2023T3;47,61
Hombres;32 Ourense;Tasa de empleo de la población;2023T2;46,84
Hombres;32 Ourense;Tasa de empleo de la población;2023T1;43,48
Hombres;32 Ourense;Tasa de empleo de la población;2022T4;44,42
Hombres;32 Ourense;Tasa de empleo de la población;2022T3;47,27
Hombres;32 Ourense;Tasa de empleo de la población;2022T2;46,46
Hombres;32 Ourense;Tasa de empleo de la población;2022T1;45,68
Hombres;32 Ourense;Tasa de empleo de la población;2021T4;46,87
Hombres;32 Ourense;Tasa de empleo de la población;2021T3;48,45
Hombres;32 Ourense;Tasa de empleo de la población;2021T2;46,71
Hombres;32 Ourense;Tasa de empleo de la población;2021T1;45,98
Hombres;34 Palencia;Tasa de actividad;2023T4;62,46
Hombres;34 Palencia;Tasa de actividad;2023T3;61,94
Hombres;34 Palencia;Tasa de actividad;2023T2;61,53
Hombres;34 Palencia;Tasa de actividad;2023T1;60,63
Hombres;34 Palencia;Tasa de actividad;2022T4;61,56
Hombres;34 Palencia;Tasa de actividad;2022T3;61,98
Hombres;34 Palencia;Tasa de actividad;2022T2;59,28
Hombres;34 Palencia;Tasa de actividad;2022T1;56,41
Hombres;34 Palencia;Tasa de actividad;2021T4;58,64
Hombres;34 Palencia;Tasa de actividad;2021T3;59,38
Hombres;34 Palencia;Tasa de actividad;2021T2;58,94
Hombres;34 Palencia;Tasa de actividad;2021T1;56,77
Hombres;34 Palencia;Tasa de paro de la población;2023T4;4,74
Hombres;34 Palencia;Tasa de paro de la población;2023T3;5,06
Hombres;34 Palencia;Tasa de paro de la población;2023T2;6,10
Hombres;34 Palencia;Tasa de paro de la población;2023T1;9,18
Hombres;34 Palencia;Tasa de paro de la población;2022T4;8,27
Hombres;34 Palencia;Tasa de paro de la población;2022T3;4,24
Hombres;34 Palencia;Tasa de paro de la población;2022T2;11,79
Hombres;34 Palencia;Tasa de paro de la población;2022T1;11,21
Hombres;34 Palencia;Tasa de paro de la población;2021T4;8,23
Hombres;34 Palencia;Tasa de paro de la población;2021T3;7,68
Hombres;34 Palencia;Tasa de paro de la población;2021T2;8,87
Hombres;34 Palencia;Tasa de paro de la población;2021T1;10,82
Hombres;34 Palencia;Tasa de empleo de la población;2023T4;59,50
Hombres;34 Palencia;Tasa de empleo de la población;2023T3;58,80
Hombres;34 Palencia;Tasa de empleo de la población;2023T2;57,78
Hombres;34 Palencia;Tasa de empleo de la población;2023T1;55,06
Hombres;34 Palencia;Tasa de empleo de la población;2022T4;56,47
Hombres;34 Palencia;Tasa de empleo de la población;2022T3;59,36
Hombres;34 Palencia;Tasa de empleo de la población;2022T2;52,29
Hombres;34 Palencia;Tasa de empleo de la población;2022T1;50,09
Hombres;34 Palencia;Tasa de empleo de la población;2021T4;53,82
Hombres;34 Palencia;Tasa de empleo de la población;2021T3;54,82
Hombres;34 Palencia;Tasa de empleo de la población;2021T2;53,72
Hombres;34 Palencia;Tasa de empleo de la población;2021T1;50,63
Hombres;35 Palmas, Las;Tasa de actividad;2023T4;64,87
Hombres;35 Palmas, Las;Tasa de actividad;2023T3;65,30
Hombres;35 Palmas, Las;Tasa de actividad;2023T2;65,56
Hombres;35 Palmas, Las;Tasa de actividad;2023T1;66,55
Hombres;35 Palmas, Las;Tasa de actividad;2022T4;66,01
Hombres;35 Palmas, Las;Tasa de actividad;2022T3;65,41
Hombres;35 Palmas, Las;Tasa de actividad;2022T2;65,23
Hombres;35 Palmas, Las;Tasa de actividad;2022T1;63,45
Hombres;35 Palmas, Las;Tasa de actividad;2021T4;63,64
Hombres;35 Palmas, Las;Tasa de actividad;2021T3;63,43
Hombres;35 Palmas, Las;Tasa de actividad;2021T2;58,57
Hombres;35 Palmas, Las;Tasa de actividad;2021T1;57,69
Hombres;35 Palmas, Las;Tasa de paro de la población;2023T4;14,20
Hombres;35 Palmas, Las;Tasa de paro de la población;2023T3;13,19
Hombres;35 Palmas, Las;Tasa de paro de la población;2023T2;12,15
Hombres;35 Palmas, Las;Tasa de paro de la población;2023T1;14,79
Hombres;35 Palmas, Las;Tasa de paro de la población;2022T4;12,57
Hombres;35 Palmas, Las;Tasa de paro de la población;2022T3;15,42
Hombres;35 Palmas, Las;Tasa de paro de la población;2022T2;18,03
Hombres;35 Palmas, Las;Tasa de paro de la población;2022T1;18,57
Hombres;35 Palmas, Las;Tasa de paro de la población;2021T4;17,48
Hombres;35 Palmas, Las;Tasa de paro de la población;2021T3;22,45
Hombres;35 Palmas, Las;Tasa de paro de la población;2021T2;23,20
Hombres;35 Palmas, Las;Tasa de paro de la población;2021T1;26,50
Hombres;35 Palmas, Las;Tasa de empleo de la población;2023T4;55,66
Hombres;35 Palmas, Las;Tasa de empleo de la población;2023T3;56,68
Hombres;35 Palmas, Las;Tasa de empleo de la población;2023T2;57,59
Hombres;35 Palmas, Las;Tasa de empleo de la población;2023T1;56,71
Hombres;35 Palmas, Las;Tasa de empleo de la población;2022T4;57,71
Hombres;35 Palmas, Las;Tasa de empleo de la población;2022T3;55,32
Hombres;35 Palmas, Las;Tasa de empleo de la población;2022T2;53,47
Hombres;35 Palmas, Las;Tasa de empleo de la población;2022T1;51,67
Hombres;35 Palmas, Las;Tasa de empleo de la población;2021T4;52,52
Hombres;35 Palmas, Las;Tasa de empleo de la población;2021T3;49,19
Hombres;35 Palmas, Las;Tasa de empleo de la población;2021T2;44,98
Hombres;35 Palmas, Las;Tasa de empleo de la población;2021T1;42,41
Hombres;36 Pontevedra;Tasa de actividad;2023T4;59,00
Hombres;36 Pontevedra;Tasa de actividad;2023T3;60,39
Hombres;36 Pontevedra;Tasa de actividad;2023T2;60,07
Hombres;36 Pontevedra;Tasa de actividad;2023T1;58,89
Hombres;36 Pontevedra;Tasa de actividad;2022T4;58,94
Hombres;36 Pontevedra;Tasa de actividad;2022T3;59,06
Hombres;36 Pontevedra;Tasa de actividad;2022T2;58,76
Hombres;36 Pontevedra;Tasa de actividad;2022T1;58,79
Hombres;36 Pontevedra;Tasa de actividad;2021T4;57,57
Hombres;36 Pontevedra;Tasa de actividad;2021T3;58,92
Hombres;36 Pontevedra;Tasa de actividad;2021T2;57,98
Hombres;36 Pontevedra;Tasa de actividad;2021T1;58,18
Hombres;36 Pontevedra;Tasa de paro de la población;2023T4;8,71
Hombres;36 Pontevedra;Tasa de paro de la población;2023T3;10,23
Hombres;36 Pontevedra;Tasa de paro de la población;2023T2;10,84
Hombres;36 Pontevedra;Tasa de paro de la población;2023T1;9,99
Hombres;36 Pontevedra;Tasa de paro de la población;2022T4;10,39
Hombres;36 Pontevedra;Tasa de paro de la población;2022T3;11,79
Hombres;36 Pontevedra;Tasa de paro de la población;2022T2;11,44
Hombres;36 Pontevedra;Tasa de paro de la población;2022T1;11,01
Hombres;36 Pontevedra;Tasa de paro de la población;2021T4;10,45
Hombres;36 Pontevedra;Tasa de paro de la población;2021T3;10,87
Hombres;36 Pontevedra;Tasa de paro de la población;2021T2;12,63
Hombres;36 Pontevedra;Tasa de paro de la población;2021T1;13,02
Hombres;36 Pontevedra;Tasa de empleo de la población;2023T4;53,86
Hombres;36 Pontevedra;Tasa de empleo de la población;2023T3;54,21
Hombres;36 Pontevedra;Tasa de empleo de la población;2023T2;53,56
Hombres;36 Pontevedra;Tasa de empleo de la población;2023T1;53,01
Hombres;36 Pontevedra;Tasa de empleo de la población;2022T4;52,82
Hombres;36 Pontevedra;Tasa de empleo de la población;2022T3;52,09
Hombres;36 Pontevedra;Tasa de empleo de la población;2022T2;52,04
Hombres;36 Pontevedra;Tasa de empleo de la población;2022T1;52,32
Hombres;36 Pontevedra;Tasa de empleo de la población;2021T4;51,55
Hombres;36 Pontevedra;Tasa de empleo de la población;2021T3;52,51
Hombres;36 Pontevedra;Tasa de empleo de la población;2021T2;50,65
Hombres;36 Pontevedra;Tasa de empleo de la población;2021T1;50,61
Hombres;26 Rioja, La;Tasa de actividad;2023T4;63,55
Hombres;26 Rioja, La;Tasa de actividad;2023T3;63,99
Hombres;26 Rioja, La;Tasa de actividad;2023T2;64,27
Hombres;26 Rioja, La;Tasa de actividad;2023T1;64,78
Hombres;26 Rioja, La;Tasa de actividad;2022T4;64,40
Hombres;26 Rioja, La;Tasa de actividad;2022T3;64,45
Hombres;26 Rioja, La;Tasa de actividad;2022T2;65,20
Hombres;26 Rioja, La;Tasa de actividad;2022T1;64,95
Hombres;26 Rioja, La;Tasa de actividad;2021T4;63,79
Hombres;26 Rioja, La;Tasa de actividad;2021T3;65,28
Hombres;26 Rioja, La;Tasa de actividad;2021T2;66,10
Hombres;26 Rioja, La;Tasa de actividad;2021T1;63,81
Hombres;26 Rioja, La;Tasa de paro de la población;2023T4;9,02
Hombres;26 Rioja, La;Tasa de paro de la población;2023T3;7,50
Hombres;26 Rioja, La;Tasa de paro de la población;2023T2;5,83
Hombres;26 Rioja, La;Tasa de paro de la población;2023T1;8,83
Hombres;26 Rioja, La;Tasa de paro de la población;2022T4;7,86
Hombres;26 Rioja, La;Tasa de paro de la población;2022T3;7,89
Hombres;26 Rioja, La;Tasa de paro de la población;2022T2;10,05
Hombres;26 Rioja, La;Tasa de paro de la población;2022T1;9,54
Hombres;26 Rioja, La;Tasa de paro de la población;2021T4;9,73
Hombres;26 Rioja, La;Tasa de paro de la población;2021T3;9,96
Hombres;26 Rioja, La;Tasa de paro de la población;2021T2;7,07
Hombres;26 Rioja, La;Tasa de paro de la población;2021T1;7,80
Hombres;26 Rioja, La;Tasa de empleo de la población;2023T4;57,82
Hombres;26 Rioja, La;Tasa de empleo de la población;2023T3;59,19
Hombres;26 Rioja, La;Tasa de empleo de la población;2023T2;60,52
Hombres;26 Rioja, La;Tasa de empleo de la población;2023T1;59,07
Hombres;26 Rioja, La;Tasa de empleo de la población;2022T4;59,34
Hombres;26 Rioja, La;Tasa de empleo de la población;2022T3;59,36
Hombres;26 Rioja, La;Tasa de empleo de la población;2022T2;58,65
Hombres;26 Rioja, La;Tasa de empleo de la población;2022T1;58,76
Hombres;26 Rioja, La;Tasa de empleo de la población;2021T4;57,58
Hombres;26 Rioja, La;Tasa de empleo de la población;2021T3;58,78
Hombres;26 Rioja, La;Tasa de empleo de la población;2021T2;61,43
Hombres;26 Rioja, La;Tasa de empleo de la población;2021T1;58,84
Hombres;37 Salamanca;Tasa de actividad;2023T4;57,17
Hombres;37 Salamanca;Tasa de actividad;2023T3;59,76
Hombres;37 Salamanca;Tasa de actividad;2023T2;60,22
Hombres;37 Salamanca;Tasa de actividad;2023T1;59,23
Hombres;37 Salamanca;Tasa de actividad;2022T4;59,72
Hombres;37 Salamanca;Tasa de actividad;2022T3;60,28
Hombres;37 Salamanca;Tasa de actividad;2022T2;61,04
Hombres;37 Salamanca;Tasa de actividad;2022T1;60,71
Hombres;37 Salamanca;Tasa de actividad;2021T4;60,51
Hombres;37 Salamanca;Tasa de actividad;2021T3;59,78
Hombres;37 Salamanca;Tasa de actividad;2021T2;58,01
Hombres;37 Salamanca;Tasa de actividad;2021T1;57,13
Hombres;37 Salamanca;Tasa de paro de la población;2023T4;9,52
Hombres;37 Salamanca;Tasa de paro de la población;2023T3;11,49
Hombres;37 Salamanca;Tasa de paro de la población;2023T2;8,78
Hombres;37 Salamanca;Tasa de paro de la población;2023T1;7,97
Hombres;37 Salamanca;Tasa de paro de la población;2022T4;9,05
Hombres;37 Salamanca;Tasa de paro de la población;2022T3;8,31
Hombres;37 Salamanca;Tasa de paro de la población;2022T2;8,51
Hombres;37 Salamanca;Tasa de paro de la población;2022T1;9,97
Hombres;37 Salamanca;Tasa de paro de la población;2021T4;9,62
Hombres;37 Salamanca;Tasa de paro de la población;2021T3;8,61
Hombres;37 Salamanca;Tasa de paro de la población;2021T2;8,68
Hombres;37 Salamanca;Tasa de paro de la población;2021T1;12,67
Hombres;37 Salamanca;Tasa de empleo de la población;2023T4;51,73
Hombres;37 Salamanca;Tasa de empleo de la población;2023T3;52,89
Hombres;37 Salamanca;Tasa de empleo de la población;2023T2;54,94
Hombres;37 Salamanca;Tasa de empleo de la población;2023T1;54,51
Hombres;37 Salamanca;Tasa de empleo de la población;2022T4;54,31
Hombres;37 Salamanca;Tasa de empleo de la población;2022T3;55,27
Hombres;37 Salamanca;Tasa de empleo de la población;2022T2;55,84
Hombres;37 Salamanca;Tasa de empleo de la población;2022T1;54,66
Hombres;37 Salamanca;Tasa de empleo de la población;2021T4;54,68
Hombres;37 Salamanca;Tasa de empleo de la población;2021T3;54,64
Hombres;37 Salamanca;Tasa de empleo de la población;2021T2;52,98
Hombres;37 Salamanca;Tasa de empleo de la población;2021T1;49,89
Hombres;38 Santa Cruz de Tenerife;Tasa de actividad;2023T4;64,45
Hombres;38 Santa Cruz de Tenerife;Tasa de actividad;2023T3;62,87
Hombres;38 Santa Cruz de Tenerife;Tasa de actividad;2023T2;64,11
Hombres;38 Santa Cruz de Tenerife;Tasa de actividad;2023T1;61,42
Hombres;38 Santa Cruz de Tenerife;Tasa de actividad;2022T4;62,60
Hombres;38 Santa Cruz de Tenerife;Tasa de actividad;2022T3;61,46
Hombres;38 Santa Cruz de Tenerife;Tasa de actividad;2022T2;61,13
Hombres;38 Santa Cruz de Tenerife;Tasa de actividad;2022T1;63,02
Hombres;38 Santa Cruz de Tenerife;Tasa de actividad;2021T4;63,15
Hombres;38 Santa Cruz de Tenerife;Tasa de actividad;2021T3;64,22
Hombres;38 Santa Cruz de Tenerife;Tasa de actividad;2021T2;60,86
Hombres;38 Santa Cruz de Tenerife;Tasa de actividad;2021T1;59,02
Hombres;38 Santa Cruz de Tenerife;Tasa de paro de la población;2023T4;14,35
Hombres;38 Santa Cruz de Tenerife;Tasa de paro de la población;2023T3;13,22
Hombres;38 Santa Cruz de Tenerife;Tasa de paro de la población;2023T2;14,00
Hombres;38 Santa Cruz de Tenerife;Tasa de paro de la población;2023T1;17,15
Hombres;38 Santa Cruz de Tenerife;Tasa de paro de la población;2022T4;13,22
Hombres;38 Santa Cruz de Tenerife;Tasa de paro de la población;2022T3;15,06
Hombres;38 Santa Cruz de Tenerife;Tasa de paro de la población;2022T2;17,50
Hombres;38 Santa Cruz de Tenerife;Tasa de paro de la población;2022T1;20,27
Hombres;38 Santa Cruz de Tenerife;Tasa de paro de la población;2021T4;18,08
Hombres;38 Santa Cruz de Tenerife;Tasa de paro de la población;2021T3;21,86
Hombres;38 Santa Cruz de Tenerife;Tasa de paro de la población;2021T2;25,00
Hombres;38 Santa Cruz de Tenerife;Tasa de paro de la población;2021T1;23,47
Hombres;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2023T4;55,20
Hombres;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2023T3;54,56
Hombres;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2023T2;55,13
Hombres;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2023T1;50,89
Hombres;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2022T4;54,32
Hombres;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2022T3;52,21
Hombres;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2022T2;50,43
Hombres;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2022T1;50,25
Hombres;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2021T4;51,73
Hombres;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2021T3;50,18
Hombres;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2021T2;45,64
Hombres;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2021T1;45,17
Hombres;40 Segovia;Tasa de actividad;2023T4;62,66
Hombres;40 Segovia;Tasa de actividad;2023T3;66,34
Hombres;40 Segovia;Tasa de actividad;2023T2;66,15
Hombres;40 Segovia;Tasa de actividad;2023T1;63,98
Hombres;40 Segovia;Tasa de actividad;2022T4;63,36
Hombres;40 Segovia;Tasa de actividad;2022T3;62,70
Hombres;40 Segovia;Tasa de actividad;2022T2;61,93
Hombres;40 Segovia;Tasa de actividad;2022T1;63,99
Hombres;40 Segovia;Tasa de actividad;2021T4;63,88
Hombres;40 Segovia;Tasa de actividad;2021T3;65,33
Hombres;40 Segovia;Tasa de actividad;2021T2;66,80
Hombres;40 Segovia;Tasa de actividad;2021T1;65,73
Hombres;40 Segovia;Tasa de paro de la población;2023T4;5,30
Hombres;40 Segovia;Tasa de paro de la población;2023T3;8,23
Hombres;40 Segovia;Tasa de paro de la población;2023T2;5,38
Hombres;40 Segovia;Tasa de paro de la población;2023T1;5,90
Hombres;40 Segovia;Tasa de paro de la población;2022T4;6,20
Hombres;40 Segovia;Tasa de paro de la población;2022T3;8,29
Hombres;40 Segovia;Tasa de paro de la población;2022T2;5,71
Hombres;40 Segovia;Tasa de paro de la población;2022T1;6,58
Hombres;40 Segovia;Tasa de paro de la población;2021T4;6,32
Hombres;40 Segovia;Tasa de paro de la población;2021T3;4,26
Hombres;40 Segovia;Tasa de paro de la población;2021T2;8,29
